120	0	2	1	1	0	1.29027	0.416197
120	0	3	0	2	1	0.938404	0.0407686
120	0	3	1	2	0	3.06482	0.434865
120	0	3	1	1	0	0.516689	0.0791016
120	0	3	2	2	1	4.74799	1.04368
120	0	4	0	3	1	2.44353	0.09675
120	0	4	0	2	1	0.382301	0.00913463
120	0	4	1	3	0	5.46934	0.484712
120	0	4	1	3	2	1.30225	0.0274793
120	0	4	1	2	0	1.28228	0.102765
120	0	4	1	1	0	0.304584	0.028991
120	0	4	2	3	1	7.56541	0.927426
120	0	4	2	2	1	1.7097	0.182693
120	0	4	3	3	2	10.2303	1.69586
120	0	5	0	4	1	4.60028	0.158719
120	0	5	0	3	1	0.96961	0.0222849
120	0	5	0	2	1	0.228028	0.00363976
120	0	5	1	4	0	8.51783	0.54415
120	0	5	1	4	2	3.04532	0.0695548
120	0	5	1	3	0	2.25958	0.121024
120	0	5	1	3	2	0.482798	0.00552518
120	0	5	1	2	0	0.773952	0.0419301
120	0	5	1	1	0	0.208704	0.0139383
120	0	5	2	4	1	11.0389	0.913937
120	0	5	2	4	3	1.66131	0.0206996
120	0	5	2	3	1	2.96832	0.208852
120	0	5	2	2	1	0.975087	0.0665557
120	0	5	3	4	2	14.0653	1.48374
120	0	5	3	3	2	3.31868	0.261065
120	0	5	4	4	3	17.7206	2.35515
120	0	6	0	5	1	7.40856	0.223613
120	0	6	0	4	1	1.78824	0.0370118
120	0	6	0	3	1	0.572268	0.00909696
120	0	6	0	2	1	0.158202	0.00185393
120	0	6	1	5	0	12.2138	0.60776
120	0	6	1	5	2	5.42696	0.119989
120	0	6	1	4	0	3.45449	0.138119
120	0	6	1	4	2	1.12289	0.0145936
120	0	6	1	3	0	1.36021	0.0513937
120	0	6	1	3	2	0.275287	0.00210509
120	0	6	1	2	0	0.540365	0.0216292
120	0	6	1	1	0	0.155135	0.00779943
120	0	6	2	5	1	15.1654	0.936999
120	0	6	2	5	3	3.65113	0.0543103
120	0	6	2	4	1	4.38645	0.222696
120	0	6	2	4	3	0.564906	0.0036935
120	0	6	2	3	1	1.74107	0.0842036
120	0	6	2	2	1	0.66181	0.0324438
120	0	6	3	5	2	18.585	1.40719
120	0	6	3	5	4	2.01828	0.0165955
120	0	6	3	4	2	5.17745	0.310255
120	0	6	3	3	2	1.79817	0.0898174
120	0	6	4	5	3	22.5651	2.07444
120	0	6	4	4	3	5.2509	0.319119
120	0	6	5	5	4	27.2145	3.01737
120	0	7	0	6	1	10.8461	0.288981
120	0	7	0	5	1	2.82697	0.0521913
120	0	7	0	4	1	1.04045	0.0151888
120	0	7	0	3	1	0.394513	0.00470569
120	0	7	0	2	1	0.118609	0.00107665
120	0	7	1	6	0	16.5292	0.671163
120	0	7	1	6	2	8.44034	0.175002
120	0	7	1	5	0	4.85807	0.154128
120	0	7	1	5	2	1.98425	0.0257126
120	0	7	1	4	0	2.05634	0.0593289
120	0	7	1	4	2	0.634863	0.00565505
120	0	7	1	3	0	0.948767	0.0272157
120	0	7	1	3	2	0.186097	0.00104708
120	0	7	1	2	0	0.406847	0.0126677
120	0	7	1	1	0	0.121069	0.0047862
120	0	7	2	6	1	19.9175	0.974528
120	0	7	2	6	3	6.25903	0.0962359
120	0	7	2	5	1	5.99397	0.23463
120	0	7	2	5	3	1.25623	0.0103061
120	0	7	2	4	1	2.58083	0.0934531
120	0	7	2	4	3	0.305787	0.00131194
120	0	7	2	3	1	1.19721	0.0433354
120	0	7	2	2	1	0.490601	0.0184201
120	0	7	3	6	2	23.7532	1.38601
120	0	7	3	6	4	4.25592	0.044495
120	0	7	3	5	2	7.07887	0.327251
120	0	7	3	5	4	0.635322	0.00263598
120	0	7	3	4	2	2.92602	0.120125
120	0	7	3	3	2	1.18615	0.042538
120	0	7	4	6	3	28.1071	1.94068
120	0	7	4	6	5	2.37336	0.0138373
120	0	7	4	5	3	7.82465	0.399838
120	0	7	4	4	3	2.69695	0.102052
120	0	7	5	6	4	33.0607	2.68502
120	0	7	5	5	4	7.45613	0.363063
120	0	7	6	6	5	38.7094	3.68093
