180	0	2	1	1	0	1.29027	0.416197	0.0693661
180	0	3	0	2	1	0.938404	0.0407686	0.0203843
180	0	3	1	2	0	3.06482	0.434865	0.0724776
180	0	3	1	1	0	0.516689	0.0791016	0.0131836
180	0	3	2	2	1	4.74799	1.04368	0.208735
180	0	4	0	3	1	2.44353	0.09675	0.048375
180	0	4	0	2	1	0.382301	0.00913463	0.00456732
180	0	4	1	3	0	5.46934	0.484712	0.0807853
180	0	4	1	3	2	1.30225	0.0274793	0.00915976
180	0	4	1	2	0	1.28228	0.102765	0.0171274
180	0	4	1	1	0	0.304584	0.028991	0.00483184
180	0	4	2	3	1	7.56541	0.927426	0.185485
180	0	4	2	2	1	1.7097	0.182693	0.0365385
180	0	4	3	3	2	10.2303	1.69586	0.3634
180	0	5	0	4	1	4.13726	0.128377	0.0641885
180	0	5	0	3	1	0.87202	0.0180247	0.00901236
180	0	5	0	2	1	0.205077	0.00294396	0.00147198
180	0	5	1	4	0	8.51783	0.54415	0.0906917
180	0	5	1	4	2	3.04532	0.0695548	0.0231849
180	0	5	1	3	0	2.25958	0.121024	0.0201706
180	0	5	1	3	2	0.482798	0.00552518	0.00184173
180	0	5	1	2	0	0.773952	0.0419301	0.00698835
180	0	5	1	1	0	0.208704	0.0139383	0.00232306
180	0	5	2	4	1	11.0388	0.913921	0.182784
180	0	5	2	4	3	1.66129	0.0206992	0.00620976
180	0	5	2	3	1	2.9683	0.208848	0.0417696
180	0	5	2	2	1	0.975079	0.0665545	0.0133109
180	0	5	3	4	2	14.0653	1.48374	0.317945
180	0	5	3	3	2	3.31868	0.261065	0.0559424
180	0	5	4	4	3	17.7206	2.35515	0.523366
180	0	6	0	5	1	7.40858	0.223614	0.111807
180	0	6	0	4	1	1.78825	0.0370121	0.018506
180	0	6	0	3	1	0.57227	0.00909704	0.00454852
180	0	6	0	2	1	0.158203	0.00185394	0.000926971
180	0	6	1	5	0	10.9819	0.491344	0.0818907
180	0	6	1	5	2	5.42689	0.119986	0.0399953
180	0	6	1	4	0	3.4545	0.13812	0.02302
180	0	6	1	4	2	1.1229	0.0145937	0.00486457
180	0	6	1	3	0	1.36022	0.0513941	0.00856568
180	0	6	1	3	2	0.275288	0.0021051	0.0007017
180	0	6	1	2	0	0.540367	0.0216293	0.00360489
180	0	6	1	1	0	0.155135	0.00779949	0.00129992
180	0	6	2	5	1	15.1655	0.937003	0.187401
180	0	6	2	5	3	3.65113	0.0543105	0.0162932
180	0	6	2	4	1	4.38646	0.222697	0.0445393
180	0	6	2	4	3	0.564907	0.00369351	0.00110805
180	0	6	2	3	1	1.74108	0.084204	0.0168408
180	0	6	2	2	1	0.661811	0.032444	0.0064888
180	0	6	3	5	2	18.5848	1.40717	0.301536
180	0	6	3	5	4	2.01828	0.0165956	0.00474159
180	0	6	3	4	2	5.17746	0.310255	0.0664833
180	0	6	3	3	2	1.79818	0.0898176	0.0192466
180	0	6	4	5	3	22.5651	2.07445	0.460988
180	0	6	4	4	3	5.2509	0.31912	0.0709155
180	0	6	5	5	4	27.2145	3.01737	0.685767
180	0	7	0	6	1	10.868	0.290151	0.145075
180	0	7	0	5	1	2.83482	0.0524814	0.0262407
180	0	7	0	4	1	1.04367	0.0152829	0.00764145
180	0	7	0	3	1	0.395793	0.00473627	0.00236814
180	0	7	0	2	1	0.119004	0.00108382	0.000541909
180	0	7	1	6	0	16.5584	0.673538	0.112256
180	0	7	1	6	2	8.4548	0.175602	0.0585341
180	0	7	1	5	0	4.43878	0.128671	0.0214452
180	0	7	1	5	2	1.98942	0.0258469	0.00861562
180	0	7	1	4	0	2.06186	0.0596478	0.00994131
180	0	7	1	4	2	0.63654	0.00568497	0.00189499
180	0	7	1	3	0	0.951426	0.0273685	0.00456141
180	0	7	1	3	2	0.186614	0.0010529	0.000350968
180	0	7	1	2	0	0.408013	0.0127404	0.0021234
180	0	7	1	1	0	0.12142	0.00481395	0.000802325
180	0	7	2	6	1	19.9438	0.977098	0.19542
180	0	7	2	6	3	6.26674	0.0964732	0.028942
180	0	7	2	5	1	6.00465	0.235467	0.0470933
180	0	7	2	5	3	1.25838	0.0103413	0.0031024
180	0	7	2	4	1	2.58589	0.0938202	0.018764
180	0	7	2	4	3	0.306372	0.00131697	0.00039509
180	0	7	2	3	1	1.19966	0.0435128	0.00870257
180	0	7	2	2	1	0.491626	0.0184971	0.00369943
180	0	7	3	6	2	23.7722	1.38823	0.297479
180	0	7	3	6	4	4.25904	0.0445602	0.0127315
180	0	7	3	5	2	7.08672	0.327978	0.070281
180	0	7	3	5	4	0.635964	0.00264131	0.00075466
180	0	7	3	4	2	2.92948	0.120408	0.0258018
180	0	7	3	3	2	1.1876	0.0426426	0.0091377
180	0	7	4	6	3	28.1178	1.94216	0.431591
180	0	7	4	6	5	2.37417	0.0138467	0.0038463
180	0	7	4	5	3	7.82861	0.400243	0.0889428
180	0	7	4	4	3	2.69844	0.102165	0.0227033
180	0	7	5	6	4	33.0648	2.68569	0.610384
180	0	7	5	5	4	7.45737	0.363183	0.0825416
180	0	7	6	6	5	38.7103	3.68109	0.849482
180	0	8	0	7	1	14.9776	0.357668	0.178834
180	0	8	0	6	1	4.10752	0.068346	0.034173
180	0	8	0	5	1	1.63823	0.021806	0.010903
180	0	8	0	4	1	0.717604	0.00804618	0.00402309
180	0	8	0	3	1	0.297825	0.0028232	0.0014116
180	0	8	0	2	1	0.0941445	0.000692436	0.000346218
180	0	8	1	7	0	21.5522	0.740589	0.123432
180	0	8	1	7	2	12.1304	0.234611	0.0782035
180	0	8	1	6	0	6.51171	0.171769	0.0286281
180	0	8	1	6	2	3.08124	0.0384596	0.0128199
180	0	8	1	5	0	1.07946	0.00946749	0.00157791
180	0	8	1	5	2	1.10685	0.00995408	0.00331803
180	0	8	1	4	0	1.43702	0.0322661	0.00537768
180	0	8	1	4	2	0.42987	0.00288732	0.000962439
180	0	8	1	3	0	0.72103	0.0165472	0.00275787
180	0	8	1	3	2	0.138647	0.000611845	0.000203948
180	0	8	1	2	0	0.323571	0.00817956	0.00136326
180	0	8	1	1	0	0.098492	0.00318304	0.000530506
180	0	8	2	7	1	25.3725	1.02641	0.205282
180	0	8	2	7	3	9.52176	0.144554	0.0433661
180	0	8	2	6	1	7.83495	0.248672	0.0497344
180	0	8	2	6	3	2.17383	0.0191427	0.00574282
180	0	8	2	5	1	3.53155	0.101334	0.0202668
180	0	8	2	5	3	0.68416	0.00380311	0.00114093
180	0	8	2	4	1	1.78789	0.0499463	0.00998925
180	0	8	2	4	3	0.201368	0.000633579	0.000190074
180	0	8	2	3	1	0.900554	0.025813	0.0051626
180	0	8	2	2	1	0.385887	0.0116335	0.0023267
180	0	8	3	7	2	29.619	1.39873	0.299729
180	0	8	3	7	4	7.11386	0.0806871	0.0230535
180	0	8	3	6	2	9.15592	0.339593	0.0727699
180	0	8	3	6	4	1.38128	0.00772893	0.00220827
180	0	8	3	5	2	4.062	0.134061	0.0287274
180	0	8	3	5	4	0.32846	0.000876572	0.000250449
180	0	8	3	4	2	1.97559	0.0609839	0.013068
180	0	8	3	3	2	0.868902	0.0240304	0.00514936
180	0	8	4	7	3	34.3527	1.88155	0.418122
180	0	8	4	7	5	4.86814	0.037785	0.0104958
180	0	8	4	6	3	10.2942	0.429279	0.0953953
180	0	8	4	6	5	0.6995	0.00198212	0.000550589
180	0	8	4	5	3	4.26603	0.147867	0.0328593
180	0	8	4	4	3	1.72446	0.0464652	0.0103256
180	0	8	5	7	4	39.6421	2.50558	0.569449
180	0	8	5	7	6	2.7294	0.0118776	0.00323935
180	0	8	5	6	4	10.8663	0.478317	0.108708
180	0	8	5	5	4	3.64331	0.107849	0.0245111
180	0	8	6	7	5	45.5646	3.31016	0.763882
180	0	8	6	6	5	9.90665	0.397565	0.0917458
180	0	8	7	7	6	52.2072	4.34565	1.01398
180	0	9	0	8	1	19.5795	0.41905	0.209525
180	0	9	0	7	1	5.54223	0.0825499	0.0412749
180	0	9	0	6	1	2.32336	0.0277674	0.0138837
180	0	9	0	5	1	1.10334	0.0112217	0.00561087
180	0	9	0	4	1	0.530946	0.00471289	0.00235645
180	0	9	0	3	1	0.232715	0.00178292	0.000891461
180	0	9	0	2	1	0.0759812	0.000457337	0.000228669
180	0	9	1	8	0	26.9957	0.796623	0.13277
180	0	9	1	8	2	16.3375	0.291766	0.0972553
180	0	9	1	7	0	8.27975	0.184239	0.0307066
180	0	9	1	7	2	4.35521	0.0509761	0.016992
180	0	9	1	6	0	3.73882	0.0719073	0.0119845
180	0	9	1	6	2	1.70694	0.0149879	0.00499597
180	0	9	1	5	0	14.6595	1.98097	0.330162
180	0	9	1	5	2	0.873335	0.00703078	0.00234359
180	0	9	1	4	0	1.07419	0.0192908	0.00321514
180	0	9	1	4	2	0.314739	0.00165611	0.000552035
180	0	9	1	3	0	0.566898	0.0105802	0.00176336
180	0	9	1	3	2	0.107568	0.000380935	0.000126978
180	0	9	1	2	0	0.261961	0.00543624	0.00090604
180	0	9	1	1	0	0.0809532	0.00215751	0.000359585
180	0	9	2	8	1	31.2649	1.0685	0.213701
180	0	9	2	8	3	13.3445	0.194655	0.0583965
180	0	9	2	7	1	9.79967	0.25809	0.0516179
180	0	9	2	7	3	3.28746	0.0290449	0.00871347
180	0	9	2	6	1	4.54233	0.106135	0.0212271
180	0	9	2	6	3	1.17134	0.00705779	0.00211734
180	0	9	2	5	1	2.41381	0.0537091	0.0107418
180	0	9	2	5	3	0.443948	0.00181679	0.000545038
180	0	9	2	4	1	1.33253	0.0296851	0.00593702
180	0	9	2	4	3	0.145185	0.000352395	0.000105718
180	0	9	2	3	1	0.705318	0.0163777	0.00327554
180	0	9	2	2	1	0.311055	0.00766474	0.00153295
180	0	9	3	8	2	35.9681	1.41415	0.303033
180	0	9	3	8	4	10.5593	0.12188	0.0348228
180	0	9	3	7	2	11.3506	0.346246	0.0741956
180	0	9	3	7	4	2.33333	0.0146318	0.00418052
180	0	9	3	6	2	5.24977	0.14177	0.0303793
180	0	9	3	6	4	0.716411	0.00264015	0.000754329
180	0	9	3	5	2	2.85009	0.074879	0.0160455
180	0	9	3	5	4	0.206779	0.000394144	0.000112612
180	0	9	3	4	2	1.45281	0.0352863	0.00756136
180	0	9	3	3	2	0.671183	0.0148308	0.00317804
180	0	9	4	8	3	41.1483	1.85083	0.411296
180	0	9	4	8	5	7.94618	0.0690208	0.0191724
180	0	9	4	7	3	12.808	0.440869	0.0979709
180	0	9	4	7	5	1.48955	0.00596287	0.00165635
180	0	9	4	6	3	5.73017	0.168904	0.0375342
180	0	9	4	6	5	0.343468	0.000606844	0.000168568
180	0	9	4	5	3	2.79301	0.0719097	0.0159799
180	0	9	4	4	3	1.22947	0.0252709	0.00561576
180	0	9	5	8	4	46.8513	2.39942	0.545323
180	0	9	5	8	6	5.47115	0.0327205	0.00892377
180	0	9	5	7	4	13.9317	0.521622	0.11855
180	0	9	5	7	6	0.756191	0.00153678	0.000419121
180	0	9	5	6	4	5.6936	0.166755	0.0378988
180	0	9	5	5	4	2.24444	0.0464362	0.0105537
180	0	9	6	8	5	53.1311	3.08574	0.712095
180	0	9	6	8	7	3.08266	0.0103876	0.00279666
180	0	9	6	7	5	14.2392	0.544905	0.125747
180	0	9	6	6	5	4.61228	0.10943	0.025253
180	0	9	7	8	6	60.0546	3.94235	0.919881
180	0	9	7	7	6	12.5735	0.424875	0.0991375
180	0	9	8	8	7	67.7032	5.01049	1.17894
