70	0	2	1	1	0	1.28997	0.416005
70	0	3	0	2	1	0.938192	0.0407502
70	0	3	1	2	0	3.06461	0.434806
70	0	3	1	1	0	0.516689	0.0791016
70	0	3	2	2	1	4.7469	1.0432
70	0	4	0	3	1	2.44353	0.09675
70	0	4	0	2	1	0.379805	0.00901576
70	0	4	1	3	0	5.46934	0.484712
70	0	4	1	3	2	1.30225	0.0274793
70	0	4	1	2	0	1.28108	0.102573
70	0	4	1	1	0	0.304584	0.028991
70	0	4	2	3	1	7.56541	0.927426
70	0	4	2	2	1	1.708	0.18233
70	0	4	3	3	2	10.2303	1.69586
70	0	5	0	4	1	4.59784	0.158551
70	0	5	0	3	1	0.968945	0.0222543
70	0	5	0	2	1	0.32656	0.0074649
70	0	5	1	4	0	8.51418	0.543684
70	0	5	1	4	2	3.04408	0.0694982
70	0	5	1	3	0	2.25834	0.120891
70	0	5	1	3	2	0.48254	0.00551929
70	0	5	1	2	0	0.822199	0.0473208
70	0	5	1	1	0	0.208579	0.0139216
70	0	5	2	4	1	11.0361	0.913467
70	0	5	2	4	3	1.66091	0.0206897
70	0	5	2	3	1	2.96736	0.208716
70	0	5	2	2	1	1.04275	0.0761131
70	0	5	3	4	2	14.0638	1.48343
70	0	5	3	3	2	3.31825	0.260996
70	0	5	4	4	3	17.7202	2.35504
70	0	6	0	5	1	5.46478	0.121668
70	0	6	0	4	1	1.24537	0.0179507
70	0	6	0	3	1	0.388545	0.00419354
70	0	6	0	2	1	-0.412364	0.0125958
70	0	6	1	5	0	9.1147	0.338465
70	0	6	1	5	2	4.06943	0.0674676
70	0	6	1	4	0	2.44922	0.0694289
70	0	6	1	4	2	0.800976	0.00742549
70	0	6	1	3	0	0.944646	0.0247876
70	0	6	1	3	2	0.191867	0.00102258
70	0	6	1	2	0	0.0916676	0.000622441
70	0	6	1	1	0	0.106324	0.00366359
